FILE_NAME,DATE,TIME,ENTITY,IPN_CARTRIDGE,TYPE_FORCE,WIRE_ID,FORCE
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",36,10.932
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",1,9.5214
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",2,9.0244
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",3,9.9343
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",4,9.3781
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",5,10.022
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",6,9.4016
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",7,10.494
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",8,10.618
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",9,10.551
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",10,10.832
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",11,10.729
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",12,10.259
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",13,11.157
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",14,9.6043
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",15,11.420
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",16,10.954
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",17,9.1113
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",18,10.263
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",19,9.1559
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",20,11.614
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",21,8.0396
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",22,11.439
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",23,11.406
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",24,10.895
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",25,11.071
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",26,10.599
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",27,11.356
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",28,10.769
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",29,11.090
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",30,10.173
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",31,8.7276
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",32,11.327
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",33,10.728
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",34,11.462
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",35,9.4205
PULL_7.csv,"""10/09/19""","""17:33:49""","""KWB278""","""20035517""","""Wire Pull""",36,9.3329
PULL_8.csv,"""10/09/19""","""17:35:51""","""KWB278""","""20035517""","""Wire Pull""",1,9.7489
